block,trial,subject_id,direction,coherence,practice,response,rt,pair
-2,0,1,left,0.4,1,left,0.587517023086548,123456
-2,1,1,right,0.4,1,right,0.492330074310303,123456
-2,2,1,left,0.4,1,left,0.514835119247437,123456
-2,3,1,right,0.4,1,right,0.461878061294556,123456
-2,4,1,right,0.4,1,right,0.516717910766602,123456
-2,5,1,right,0.4,1,left,0.383512020111084,123456
-2,6,1,left,0.4,1,left,0.584905862808228,123456
-2,7,1,right,0.4,1,right,0.477128028869629,123456
-2,8,1,left,0.4,1,left,0.599465131759644,123456
-2,9,1,left,0.4,1,right,0.393719911575317,123456
-2,10,1,left,0.4,1,left,0.634506940841675,123456
-2,11,1,right,0.4,1,right,0.591737985610962,123456
-2,12,1,right,0.4,1,left,0.428766965866089,123456
-2,13,1,right,0.4,1,right,0.544919967651367,123456
-2,14,1,right,0.4,1,right,0.533658027648926,123456
-2,15,1,right,0.4,1,right,0.423896074295044,123456
-2,16,1,right,0.4,1,right,0.553936004638672,123456
-2,17,1,right,0.4,1,right,0.454097986221314,123456
-2,18,1,right,0.4,1,right,0.438445091247559,123456
-2,19,1,left,0.4,1,left,0.415454864501953,123456
-2,20,1,right,0.4,1,right,0.430896043777466,123456
-2,21,1,right,0.4,1,right,0.381724119186401,123456
-2,22,1,right,0.4,1,left,0.382383823394775,123456
-2,23,1,right,0.4,1,right,0.458359003067017,123456
-2,24,1,right,0.4,1,right,0.454897165298462,123456
-2,25,1,left,0.4,1,right,0.503568887710571,123456
-2,26,1,right,0.4,1,right,0.450232028961182,123456
-2,27,1,right,0.4,1,right,0.548937082290649,123456
-2,28,1,left,0.4,1,left,0.486690044403076,123456
-2,29,1,right,0.4,1,right,0.386399984359741,123456
-2,30,1,left,0.4,1,left,0.47892689704895,123456
-2,31,1,right,0.4,1,right,0.430046081542969,123456
-2,32,1,right,0.4,1,right,0.480417966842651,123456
-2,33,1,left,0.4,1,left,0.55623197555542,123456
-2,34,1,right,0.4,1,right,0.392587184906006,123456
-2,35,1,right,0.4,1,right,0.501666069030762,123456
-2,36,1,left,0.4,1,left,0.398003101348877,123456
-2,37,1,right,0.4,1,right,0.4059739112854,123456
-2,38,1,left,0.4,1,left,0.411158084869385,123456
-2,39,1,left,0.4,1,right,0.305014848709106,123456
-1,0,1,right,0.05,0,right,0.380225896835327,123456
-1,1,1,left,0.8,0,left,0.375447034835815,123456
-1,2,1,left,0.05,0,left,0.481588125228882,123456
-1,3,1,right,0.8,0,right,0.407482147216797,123456
-1,4,1,left,0.05,0,left,0.401340961456299,123456
-1,5,1,left,0.8,0,right,0.379492044448852,123456
-1,6,1,left,0.4,0,right,0.458302021026611,123456
-1,7,1,right,0.05,0,left,0.450588941574097,123456
-1,8,1,right,0.1,0,right,0.595802068710327,123456
-1,9,1,right,0.4,0,right,0.480066061019898,123456
-1,10,1,right,0.8,0,right,0.453274011611939,123456
-1,11,1,left,0.8,0,left,0.378896951675415,123456
-1,12,1,left,0.8,0,left,0.470951080322266,123456
-1,13,1,right,0.2,0,left,0.482743978500366,123456
-1,14,1,right,0.1,0,left,0.623159885406494,123456
-1,15,1,right,0.8,0,right,0.368063926696777,123456
-1,16,1,right,0.8,0,right,0.452104091644287,123456
-1,17,1,right,0.1,0,left,0.457014083862305,123456
-1,18,1,right,0.2,0,right,0.400661945343018,123456
-1,19,1,left,0.8,0,left,0.485933065414429,123456
-1,20,1,left,0.4,0,left,0.475564002990723,123456
-1,21,1,right,0.05,0,right,0.58896017074585,123456
-1,22,1,right,0.4,0,right,0.494774103164673,123456
-1,23,1,left,0.2,0,left,0.495403051376343,123456
-1,24,1,left,0.1,0,left,0.566144943237305,123456
-1,25,1,left,0.4,0,left,0.438189029693604,123456
-1,26,1,left,0.8,0,left,0.462403059005737,123456
-1,27,1,right,0.4,0,right,0.446781873703003,123456
-1,28,1,right,0.8,0,right,0.473296165466309,123456
-1,29,1,right,0.4,0,right,0.47697901725769,123456
-1,30,1,right,0.8,0,right,0.507827997207642,123456
-1,31,1,left,0.1,0,left,0.406960964202881,123456
-1,32,1,right,0.05,0,right,0.457681179046631,123456
-1,33,1,right,0.4,0,right,0.423927068710327,123456
-1,34,1,right,0.4,0,right,0.408100843429565,123456
-1,35,1,left,0.05,0,left,0.530496120452881,123456
-1,36,1,left,0.8,0,left,0.472503900527954,123456
-1,37,1,right,0.2,0,left,0.499490976333618,123456
-1,38,1,right,0.1,0,right,0.359041929244995,123456
-1,39,1,right,0.2,0,right,0.396965026855469,123456
-1,40,1,left,0.4,0,left,0.369590997695923,123456
-1,41,1,left,0.2,0,left,0.371630907058716,123456
-1,42,1,left,0.1,0,right,0.324018955230713,123456
-1,43,1,left,0.2,0,left,0.481945037841797,123456
-1,44,1,right,0.1,0,right,0.405045032501221,123456
-1,45,1,right,0.1,0,left,0.500441074371338,123456
-1,46,1,right,0.8,0,right,0.353185892105103,123456
-1,47,1,right,0.4,0,left,0.273053884506226,123456
-1,48,1,left,0.1,0,right,0.426226139068604,123456
-1,49,1,right,0.4,0,left,0.22332501411438,123456
-1,50,1,right,0.1,0,left,0.479063034057617,123456
-1,51,1,left,0.2,0,left,0.451705932617188,123456
-1,52,1,right,0.1,0,right,0.388731956481934,123456
-1,53,1,right,0.4,0,left,0.404486894607544,123456
-1,54,1,right,0.4,0,right,0.4597008228302,123456
-1,55,1,right,0.05,0,right,0.541615009307861,123456
-1,56,1,left,0.05,0,left,0.446086883544922,123456
-1,57,1,right,0.8,0,right,0.46232795715332,123456
-1,58,1,left,0.8,0,left,0.403150081634522,123456
-1,59,1,left,0.1,0,left,0.502212047576904,123456
-1,60,1,right,0.2,0,right,0.415017127990723,123456
-1,61,1,left,0.8,0,left,0.38860297203064,123456
-1,62,1,left,0.05,0,left,0.481024026870728,123456
-1,63,1,right,0.05,0,right,0.369925975799561,123456
-1,64,1,left,0.2,0,left,0.375746965408325,123456
-1,65,1,left,0.2,0,right,0.360170125961304,123456
-1,66,1,left,0.2,0,left,0.370805978775024,123456
-1,67,1,right,0.8,0,right,0.3958420753479,123456
-1,68,1,right,0.4,0,left,0.409106016159058,123456
-1,69,1,left,0.4,0,left,0.399574041366577,123456
-1,70,1,right,0.1,0,right,0.550755023956299,123456
-1,71,1,right,0.4,0,right,0.451015949249268,123456
-1,72,1,right,0.2,0,left,0.39992094039917,123456
-1,73,1,right,0.2,0,right,0.42477297782898,123456
-1,74,1,right,0.4,0,right,0.437285900115967,123456
-1,75,1,right,0.4,0,right,0.475534915924072,123456
-1,76,1,left,0.2,0,left,0.420734882354736,123456
-1,77,1,right,0.05,0,right,0.423291206359863,123456
-1,78,1,right,0.05,0,left,0.476577997207642,123456
-1,79,1,right,0.8,0,right,0.491312026977539,123456
-1,80,1,right,0.8,0,right,0.443367004394531,123456
-1,81,1,right,0.8,0,right,0.402392864227295,123456
-1,82,1,left,0.4,0,left,0.585345983505249,123456
-1,83,1,left,0.1,0,right,0.381628036499023,123456
-1,84,1,left,0.1,0,right,0.402692079544067,123456
-1,85,1,right,0.4,0,right,0.437875986099243,123456
-1,86,1,right,0.8,0,left,0.36529278755188,123456
-1,87,1,right,0.2,0,left,0.492329835891724,123456
-1,88,1,right,0.2,0,right,0.394692897796631,123456
-1,89,1,right,0.8,0,right,0.447766065597534,123456
-1,90,1,right,0.05,0,right,0.471563816070557,123456
-1,91,1,left,0.05,0,right,0.437105894088745,123456
-1,92,1,left,0.05,0,left,0.505073070526123,123456
-1,93,1,right,0.1,0,right,0.493204832077026,123456
-1,94,1,left,0.2,0,left,0.470433950424194,123456
-1,95,1,left,0.4,0,left,0.44347095489502,123456
-1,96,1,left,0.4,0,right,0.444807052612305,123456
-1,97,1,right,0.2,0,left,0.467523813247681,123456
-1,98,1,left,0.8,0,left,0.455729007720947,123456
-1,99,1,left,0.4,0,left,0.419196844100952,123456
-1,100,1,left,0.2,0,left,0.43639087677002,123456
-1,101,1,right,0.2,0,right,0.379589080810547,123456
-1,102,1,right,0.8,0,right,0.415881156921387,123456
-1,103,1,left,0.4,0,left,0.42014479637146,123456
-1,104,1,right,0.05,0,right,0.395161151885986,123456
-1,105,1,left,0.05,0,left,0.488816022872925,123456
-1,106,1,right,0.2,0,right,0.416553020477295,123456
-1,107,1,left,0.8,0,left,0.3556809425354,123456
-1,108,1,right,0.1,0,left,0.385886907577515,123456
-1,109,1,right,0.2,0,left,0.365692853927612,123456
-1,110,1,left,0.8,0,left,0.428512096405029,123456
-1,111,1,right,0.2,0,right,0.561769962310791,123456
-1,112,1,right,0.2,0,left,0.377816915512085,123456
-1,113,1,left,0.8,0,right,0.398337841033936,123456
-1,114,1,right,0.05,0,left,1.02826595306396,123456
-1,115,1,right,0.1,0,left,0.367594957351685,123456
-1,116,1,left,0.1,0,left,0.387307167053223,123456
-1,117,1,left,0.8,0,left,0.392945051193237,123456
-1,118,1,right,0.2,0,left,0.410704135894775,123456
-1,119,1,left,0.05,0,left,0.454398155212402,123456
-1,120,1,left,0.8,0,left,0.508780002593994,123456
-1,121,1,right,0.1,0,right,0.568325042724609,123456
-1,122,1,right,0.4,0,left,0.401527881622314,123456
-1,123,1,right,0.05,0,left,0.612290859222412,123456
-1,124,1,left,0.1,0,left,0.439723968505859,123456
-1,125,1,left,0.2,0,left,0.413052797317505,123456
-1,126,1,right,0.2,0,left,0.46479606628418,123456
-1,127,1,right,0.4,0,left,0.500274896621704,123456
-1,128,1,left,0.4,0,left,0.384582996368408,123456
-1,129,1,left,0.1,0,left,0.54541015625,123456
-1,130,1,left,0.1,0,left,0.432727098464966,123456
-1,131,1,right,0.1,0,left,0.386383056640625,123456
-1,132,1,right,0.2,0,right,0.346965074539185,123456
-1,133,1,left,0.1,0,left,0.463618993759155,123456
-1,134,1,left,0.1,0,left,0.51314115524292,123456
-1,135,1,left,0.2,0,right,0.395961046218872,123456
-1,136,1,left,0.1,0,left,0.607685089111328,123456
-1,137,1,left,0.2,0,right,0.490203142166138,123456
-1,138,1,right,0.2,0,right,0.496100902557373,123456
-1,139,1,right,0.05,0,left,0.435415029525757,123456
-1,140,1,left,0.8,0,left,0.428475856781006,123456
-1,141,1,right,0.05,0,left,0.52507209777832,123456
-1,142,1,left,0.05,0,right,0.665367126464844,123456
-1,143,1,left,0.1,0,left,0.558190822601318,123456
-1,144,1,right,0.1,0,right,0.48762583732605,123456
-1,145,1,left,0.05,0,left,0.45014500617981,123456
-1,146,1,left,0.4,0,left,0.487442970275879,123456
-1,147,1,left,0.8,0,right,0.363240957260132,123456
-1,148,1,left,0.8,0,left,0.414425134658814,123456
-1,149,1,right,0.4,0,left,0.621425151824951,123456
-1,150,1,right,0.4,0,right,0.393671989440918,123456
-1,151,1,right,0.1,0,left,0.649111032485962,123456
-1,152,1,left,0.05,0,left,0.498593091964722,123456
-1,153,1,right,0.8,0,right,0.416281938552856,123456
-1,154,1,right,0.1,0,right,0.436717033386231,123456
-1,155,1,left,0.1,0,left,0.414545059204102,123456
-1,156,1,right,0.8,0,right,0.458424806594849,123456
-1,157,1,left,0.8,0,left,0.388967990875244,123456
-1,158,1,left,0.2,0,left,0.476237058639526,123456
-1,159,1,right,0.05,0,right,0.38678503036499,123456
-1,160,1,right,0.05,0,right,0.48943305015564,123456
-1,161,1,right,0.05,0,right,0.595463037490845,123456
-1,162,1,left,0.05,0,left,0.456820011138916,123456
-1,163,1,right,0.2,0,right,0.507055997848511,123456
-1,164,1,right,0.1,0,left,0.439998865127564,123456
-1,165,1,left,0.8,0,left,0.50934910774231,123456
-1,166,1,left,0.2,0,right,0.51908802986145,123456
-1,167,1,right,0.8,0,right,0.442229986190796,123456
-1,168,1,left,0.1,0,left,0.529587030410767,123456
-1,169,1,right,0.1,0,right,0.387152910232544,123456
-1,170,1,right,0.05,0,left,0.538044929504395,123456
-1,171,1,right,0.1,0,right,0.417268991470337,123456
-1,172,1,left,0.1,0,left,0.48678183555603,123456
-1,173,1,left,0.4,0,left,0.466938972473145,123456
-1,174,1,right,0.4,0,right,0.391764879226685,123456
-1,175,1,left,0.4,0,left,0.392527103424072,123456
-1,176,1,left,0.05,0,left,0.466742992401123,123456
-1,177,1,left,0.4,0,left,0.481231212615967,123456
-1,178,1,right,0.1,0,left,0.496652126312256,123456
-1,179,1,right,0.05,0,left,0.426541090011597,123456
-1,180,1,left,0.8,0,left,0.365707874298096,123456
-1,181,1,right,0.2,0,right,0.424125909805298,123456
-1,182,1,left,0.2,0,left,0.408006906509399,123456
-1,183,1,left,0.05,0,right,0.369107961654663,123456
-1,184,1,right,0.05,0,left,0.333914041519165,123456
-1,185,1,right,0.4,0,right,0.853907823562622,123456
-1,186,1,left,0.2,0,left,0.390285015106201,123456
-1,187,1,right,0.2,0,right,0.379503011703491,123456
-1,188,1,left,0.4,0,left,0.458209037780762,123456
-1,189,1,right,0.05,0,left,0.405359029769898,123456
-1,190,1,left,0.4,0,right,0.33411717414856,123456
-1,191,1,left,0.05,0,left,0.558084964752197,123456
-1,192,1,left,0.8,0,left,0.413254022598267,123456
-1,193,1,right,0.05,0,left,0.396526098251343,123456
-1,194,1,left,0.2,0,right,0.417191028594971,123456
-1,195,1,right,0.05,0,left,0.391569137573242,123456
-1,196,1,left,0.1,0,left,0.461354970932007,123456
-1,197,1,right,0.05,0,left,0.431265830993652,123456
-1,198,1,left,0.4,0,left,0.459273099899292,123456
-1,199,1,right,0.4,0,left,0.440524101257324,123456
